gene_id	gene_biotype	gene_name
ENSMUSG00000028341	protein_coding	Nr4a3
ENSMUSG00000061455	protein_coding	Stx17
ENSMUSG00000028343	protein_coding	Erp44
ENSMUSG00000028344	protein_coding	Invs
ENSMUSG00000028345	protein_coding	Tex10
ENSMUSG00000039693	protein_coding	Msantd3
ENSMUSG00000028347	protein_coding	Tmeff1
ENSMUSG00000028348	protein_coding	Cavin4
ENSMUSG00000084787	lincRNA	Gm12436
ENSMUSG00000063446	protein_coding	Plppr1
ENSMUSG00000060317	protein_coding	Acnat2
ENSMUSG00000070985	protein_coding	Acnat1
ENSMUSG00000039653	protein_coding	Baat
ENSMUSG00000044018	protein_coding	Mrpl50
ENSMUSG00000039634	protein_coding	Zfp189
ENSMUSG00000028307	protein_coding	Aldob
ENSMUSG00000039611	protein_coding	Tmem246
ENSMUSG00000028309	protein_coding	Rnf20
ENSMUSG00000039579	protein_coding	Grin3a
ENSMUSG00000028310	protein_coding	Ppp3r2
ENSMUSG00000039555	protein_coding	Cylc2
ENSMUSG00000085515	lincRNA	C630028M04Rik
ENSMUSG00000085763	antisense	Smc2os
ENSMUSG00000028312	protein_coding	Smc2
ENSMUSG00000061619	protein_coding	Vma21-ps
ENSMUSG00000028314	protein_coding	Toporsl
ENSMUSG00000089717	protein_coding	Olfr275
ENSMUSG00000049648	protein_coding	Olfr273
ENSMUSG00000051593	protein_coding	Olfr272
ENSMUSG00000070983	protein_coding	Olfr270
ENSMUSG00000015242	protein_coding	Nipsnap3a
ENSMUSG00000015247	protein_coding	Nipsnap3b
ENSMUSG00000015243	protein_coding	Abca1
ENSMUSG00000086947	antisense	4930522O17Rik
ENSMUSG00000086712	lincRNA	AI427809
ENSMUSG00000086267	lincRNA	Gm12496
ENSMUSG00000028412	protein_coding	Slc44a1
ENSMUSG00000084970	antisense	1700060J05Rik
ENSMUSG00000054752	protein_coding	Fsd1l
ENSMUSG00000028414	protein_coding	Fktn
ENSMUSG00000028417	protein_coding	Tal2
ENSMUSG00000028420	protein_coding	Tmem38b
ENSMUSG00000086987	lincRNA	Gm12484
ENSMUSG00000099421	lincRNA	Gm29067
ENSMUSG00000086371	lincRNA	Gm12478
ENSMUSG00000087077	lincRNA	Gm12480
ENSMUSG00000060206	protein_coding	Zfp462
ENSMUSG00000087614	lincRNA	Gm12514
ENSMUSG00000028426	protein_coding	Rad23b
ENSMUSG00000087070	lincRNA	Gm12505
ENSMUSG00000086346	lincRNA	Gm12510
ENSMUSG00000003032	protein_coding	Klf4
ENSMUSG00000066176	lincRNA	Gm12511
ENSMUSG00000085375	lincRNA	Gm12506
ENSMUSG00000085643	lincRNA	Gm12519
ENSMUSG00000085020	lincRNA	2310081O03Rik
ENSMUSG00000070980	protein_coding	Actl7b
ENSMUSG00000096930	protein_coding	Gm26657
ENSMUSG00000070979	protein_coding	Actl7a
ENSMUSG00000028431	protein_coding	Ikbkap
ENSMUSG00000038827	protein_coding	Fam206a
ENSMUSG00000038816	protein_coding	Ctnnal1
ENSMUSG00000055296	protein_coding	Tmem245
ENSMUSG00000045589	protein_coding	Frrs1l
ENSMUSG00000028434	protein_coding	Epb41l4b
ENSMUSG00000085967	antisense	Gm12530
ENSMUSG00000038764	protein_coding	Ptpn3
ENSMUSG00000085654	lincRNA	Gm12536
ENSMUSG00000087044	lincRNA	1700042G15Rik
ENSMUSG00000090053	protein_coding	Palm2
ENSMUSG00000089945	protein_coding	Pakap
ENSMUSG00000038729	protein_coding	Akap2
ENSMUSG00000052117	protein_coding	D630039A03Rik
ENSMUSG00000028367	protein_coding	Txn1
ENSMUSG00000038709	protein_coding	Txndc8
ENSMUSG00000028369	protein_coding	Svep1
ENSMUSG00000097249	lincRNA	Gm26889
ENSMUSG00000057280	protein_coding	Musk
ENSMUSG00000038668	protein_coding	Lpar1
ENSMUSG00000086470	lincRNA	Gm12580
ENSMUSG00000043385	protein_coding	Olfr267
ENSMUSG00000050812	protein_coding	AI314180
ENSMUSG00000038630	protein_coding	Zkscan16
ENSMUSG00000028378	protein_coding	Ptgr1
ENSMUSG00000070972	protein_coding	Dnajc25
ENSMUSG00000092345	protein_coding	Gm20503
ENSMUSG00000038607	protein_coding	Gng10
ENSMUSG00000038598	protein_coding	AI481877
ENSMUSG00000028381	protein_coding	Ugcg
ENSMUSG00000086952	lincRNA	Gm12596
ENSMUSG00000038578	protein_coding	Susd1
ENSMUSG00000028382	protein_coding	Ptbp3
ENSMUSG00000028383	protein_coding	Hsdl2
ENSMUSG00000045071	protein_coding	E130308A19Rik
ENSMUSG00000038544	protein_coding	Inip
ENSMUSG00000028385	protein_coding	Snx30
ENSMUSG00000073843	antisense	Gm12542
ENSMUSG00000028386	protein_coding	Slc46a2
ENSMUSG00000041333	protein_coding	Mup4
ENSMUSG00000078689	protein_coding	Mup6
ENSMUSG00000073842	protein_coding	Mup7
ENSMUSG00000078688	protein_coding	Mup2
ENSMUSG00000078687	protein_coding	Mup8
ENSMUSG00000078686	protein_coding	Mup9
ENSMUSG00000078683	protein_coding	Mup1
ENSMUSG00000078680	protein_coding	Mup10
ENSMUSG00000073834	protein_coding	Mup11
ENSMUSG00000094793	protein_coding	Mup12
ENSMUSG00000110439	protein_coding	Gm21320
ENSMUSG00000089873	protein_coding	Mup13
ENSMUSG00000073830	protein_coding	Mup14
ENSMUSG00000096674	protein_coding	Mup15
ENSMUSG00000078675	protein_coding	Mup16
ENSMUSG00000096688	protein_coding	Mup17
ENSMUSG00000078674	protein_coding	Mup18
ENSMUSG00000078673	protein_coding	Mup19
ENSMUSG00000058523	protein_coding	Mup5
ENSMUSG00000078672	protein_coding	Mup20
ENSMUSG00000066154	protein_coding	Mup3
ENSMUSG00000085404	antisense	Gm12909
ENSMUSG00000086530	antisense	Gm12910
ENSMUSG00000066153	protein_coding	Mup21
ENSMUSG00000028389	protein_coding	Zfp37
ENSMUSG00000066152	protein_coding	Slc31a2
ENSMUSG00000066151	protein_coding	Fkbp15
ENSMUSG00000066150	protein_coding	Slc31a1
ENSMUSG00000066149	protein_coding	Cdc26
ENSMUSG00000066148	protein_coding	Prpf4
ENSMUSG00000063851	protein_coding	Rnf183
ENSMUSG00000028391	protein_coding	Wdr31
ENSMUSG00000028392	protein_coding	Bspry
ENSMUSG00000038422	protein_coding	Hdhd3
ENSMUSG00000028393	protein_coding	Alad
ENSMUSG00000028394	protein_coding	Pole3
ENSMUSG00000058046	protein_coding	4933430I17Rik
ENSMUSG00000059810	protein_coding	Rgs3
ENSMUSG00000085177	antisense	Gm11209
ENSMUSG00000085223	lincRNA	Gm11210
ENSMUSG00000086139	lincRNA	Gm11211
ENSMUSG00000028358	protein_coding	Zfp618
ENSMUSG00000028356	protein_coding	Ambp
ENSMUSG00000028357	protein_coding	Kif12
ENSMUSG00000045672	protein_coding	Col27a1
ENSMUSG00000039196	protein_coding	Orm1
ENSMUSG00000028359	protein_coding	Orm3
ENSMUSG00000061540	protein_coding	Orm2
ENSMUSG00000039158	protein_coding	Akna
ENSMUSG00000086953	antisense	Aknaos
ENSMUSG00000039137	protein_coding	Whrn
ENSMUSG00000039105	protein_coding	Atp6v1g1
ENSMUSG00000045917	protein_coding	Tmem268
ENSMUSG00000084782	protein_coding	Gm11213
ENSMUSG00000058935	protein_coding	Tex48
ENSMUSG00000086817	lincRNA	Gm11482
ENSMUSG00000099294	protein_coding	Gm11214
ENSMUSG00000050395	protein_coding	Tnfsf15
ENSMUSG00000028362	protein_coding	Tnfsf8
ENSMUSG00000028364	protein_coding	Tnc
ENSMUSG00000086755	lincRNA	Gm11216
ENSMUSG00000085032	lincRNA	Gm11217
ENSMUSG00000028370	protein_coding	Pappa
ENSMUSG00000028373	protein_coding	Astn2
ENSMUSG00000051675	protein_coding	Trim32
ENSMUSG00000039005	protein_coding	Tlr4
ENSMUSG00000086364	lincRNA	Gm11751
ENSMUSG00000086790	lincRNA	Gm12911
ENSMUSG00000028351	protein_coding	Brinp1
ENSMUSG00000039298	protein_coding	Cdk5rap2
ENSMUSG00000039270	protein_coding	Megf9
ENSMUSG00000084937	lincRNA	Gm11228
ENSMUSG00000066141	protein_coding	Gm11232
ENSMUSG00000086696	lincRNA	Gm11234
ENSMUSG00000008305	protein_coding	Tle1
ENSMUSG00000086027	antisense	Gm11250
ENSMUSG00000059343	protein_coding	Aldoart1
ENSMUSG00000066137	protein_coding	Gm11487
ENSMUSG00000095935	protein_coding	Gm11238
ENSMUSG00000094116	protein_coding	Gm11237
ENSMUSG00000096700	protein_coding	Gm11236
ENSMUSG00000095048	protein_coding	Gm11239
ENSMUSG00000095341	protein_coding	Gm428
ENSMUSG00000043003	protein_coding	Rasef
ENSMUSG00000096530	protein_coding	Gm11758
ENSMUSG00000096750	protein_coding	Gm11757
ENSMUSG00000096333	protein_coding	Gm13871
ENSMUSG00000093962	protein_coding	Gm11756
ENSMUSG00000028396	protein_coding	2310002L09Rik
ENSMUSG00000049122	protein_coding	Frmd3
ENSMUSG00000028397	protein_coding	Kdm4c
ENSMUSG00000085482	antisense	A230083N12Rik
ENSMUSG00000028398	protein_coding	Dmac1
ENSMUSG00000028399	protein_coding	Ptprd
ENSMUSG00000110373	antisense	Gm42303
ENSMUSG00000085840	lincRNA	Gm11261
ENSMUSG00000005994	protein_coding	Tyrp1
ENSMUSG00000048706	protein_coding	Lurap1l
ENSMUSG00000028402	protein_coding	Mpdz
ENSMUSG00000087540	lincRNA	Gm11412
ENSMUSG00000087608	lincRNA	Gm12914
ENSMUSG00000087110	lincRNA	Gm11264
ENSMUSG00000085022	lincRNA	Gm5860
ENSMUSG00000008575	protein_coding	Nfib
ENSMUSG00000087413	antisense	Gm11266
ENSMUSG00000086293	antisense	Gm11269
ENSMUSG00000028403	protein_coding	Zdhhc21
ENSMUSG00000038192	protein_coding	Cer1
ENSMUSG00000059049	protein_coding	Frem1
ENSMUSG00000038172	protein_coding	Ttc39b
ENSMUSG00000086321	antisense	Gm11413
ENSMUSG00000087592	lincRNA	Gm11184
ENSMUSG00000028483	protein_coding	Snapc3
ENSMUSG00000028484	protein_coding	Psip1
ENSMUSG00000052407	protein_coding	Ccdc171
ENSMUSG00000085378	lincRNA	Gm11415
ENSMUSG00000085217	lincRNA	6030471H07Rik
ENSMUSG00000087378	lincRNA	Gm12414
ENSMUSG00000028487	protein_coding	Bnc2
ENSMUSG00000086413	lincRNA	Gm12415
ENSMUSG00000038070	protein_coding	Cntln
ENSMUSG00000028488	protein_coding	Sh3gl2
ENSMUSG00000066113	protein_coding	Adamtsl1
ENSMUSG00000028492	protein_coding	Saxo1
ENSMUSG00000085108	antisense	Saxo1os
ENSMUSG00000070934	protein_coding	Rraga
ENSMUSG00000038047	protein_coding	Haus6
ENSMUSG00000028494	protein_coding	Plin2
ENSMUSG00000038024	protein_coding	Dennd4c
ENSMUSG00000028495	protein_coding	Rps6
ENSMUSG00000038007	protein_coding	Acer2
ENSMUSG00000037996	protein_coding	Slc24a2
ENSMUSG00000086512	lincRNA	Gm12600
ENSMUSG00000028496	protein_coding	Mllt3
ENSMUSG00000084809	antisense	Gm12631
ENSMUSG00000038368	protein_coding	Focad
ENSMUSG00000028497	protein_coding	Hacd4
ENSMUSG00000048806	protein_coding	Ifnb1
ENSMUSG00000096011	protein_coding	Ifna15
ENSMUSG00000095896	protein_coding	Ifna14
ENSMUSG00000095270	protein_coding	Ifna9
ENSMUSG00000073811	protein_coding	Ifna12
ENSMUSG00000038330	protein_coding	C87499
ENSMUSG00000063376	protein_coding	Ifna13
ENSMUSG00000078355	protein_coding	Ifna16
ENSMUSG00000078354	protein_coding	Ifna2
ENSMUSG00000100079	protein_coding	Ifnab
ENSMUSG00000070923	protein_coding	Klhl9
ENSMUSG00000097078	protein_coding	Gm26566
ENSMUSG00000086074	antisense	Gm13274
ENSMUSG00000094618	protein_coding	Gm13271
ENSMUSG00000085473	protein_coding	Gm16686
ENSMUSG00000100505	protein_coding	Gm13283
ENSMUSG00000094271	protein_coding	Gm13290
ENSMUSG00000096582	protein_coding	Gm13289
ENSMUSG00000096591	protein_coding	Gm13272
ENSMUSG00000096854	protein_coding	Ifnz
ENSMUSG00000096987	lincRNA	Gm26525
ENSMUSG00000099545	protein_coding	Gm13276
ENSMUSG00000100234	protein_coding	Gm13277
ENSMUSG00000101163	protein_coding	Gm13278
ENSMUSG00000099518	protein_coding	Gm13275
ENSMUSG00000097873	lincRNA	Gm26867
ENSMUSG00000099420	protein_coding	Gm13279
ENSMUSG00000095101	protein_coding	Gm13285
ENSMUSG00000094648	protein_coding	Gm13287
ENSMUSG00000070908	protein_coding	Gm13288
ENSMUSG00000100713	protein_coding	Ifna7
ENSMUSG00000100549	protein_coding	Ifna11
ENSMUSG00000101252	protein_coding	Ifna6
ENSMUSG00000096682	protein_coding	Ifna5
ENSMUSG00000070904	protein_coding	Ifna4
ENSMUSG00000095498	protein_coding	Ifna1
ENSMUSG00000054351	protein_coding	4930553M12Rik
ENSMUSG00000045364	protein_coding	Ifne
ENSMUSG00000085183	lincRNA	Wincr1
ENSMUSG00000062937	protein_coding	Mtap
ENSMUSG00000087659	lincRNA	Gm12606
ENSMUSG00000044303	protein_coding	Cdkn2a
ENSMUSG00000073802	protein_coding	Cdkn2b
ENSMUSG00000043753	protein_coding	Dmrta1
ENSMUSG00000085690	lincRNA	Gm12629
ENSMUSG00000070902	protein_coding	Zfp352
ENSMUSG00000008489	protein_coding	Elavl2
ENSMUSG00000085817	lincRNA	Gm12668
ENSMUSG00000086042	lincRNA	Gm12670
ENSMUSG00000087517	lincRNA	4930577H14Rik
ENSMUSG00000028533	protein_coding	Izumo3
ENSMUSG00000066107	protein_coding	Gm12666
ENSMUSG00000085209	lincRNA	Gm12637
ENSMUSG00000054000	protein_coding	Tusc1
ENSMUSG00000084833	lincRNA	Gm12649
ENSMUSG00000085931	lincRNA	Gm12648
ENSMUSG00000028578	protein_coding	Caap1
ENSMUSG00000070900	protein_coding	Gm10306
ENSMUSG00000028577	protein_coding	Plaa
ENSMUSG00000028576	protein_coding	Ift74
ENSMUSG00000049799	protein_coding	Lrrc19
ENSMUSG00000006386	protein_coding	Tek
ENSMUSG00000028575	protein_coding	Eqtn
ENSMUSG00000062627	protein_coding	Mysm1
ENSMUSG00000086251	antisense	Gm12694
ENSMUSG00000052684	protein_coding	Jun
ENSMUSG00000087366	antisense	Junos
ENSMUSG00000085377	lincRNA	4930551L18Rik
ENSMUSG00000084918	lincRNA	Gm12708
ENSMUSG00000100129	lincRNA	Gm29064
ENSMUSG00000028573	protein_coding	Fggy
ENSMUSG00000028572	protein_coding	Hook1
ENSMUSG00000028571	protein_coding	Cyp2j13
ENSMUSG00000081225	protein_coding	Cyp2j12
ENSMUSG00000081362	protein_coding	Cyp2j7
ENSMUSG00000066097	protein_coding	Cyp2j11
ENSMUSG00000082932	protein_coding	Cyp2j8
ENSMUSG00000052914	protein_coding	Cyp2j6
ENSMUSG00000015224	protein_coding	Cyp2j9
ENSMUSG00000052520	protein_coding	Cyp2j5
ENSMUSG00000078639	protein_coding	Gm12695
ENSMUSG00000066990	protein_coding	Gm10192
ENSMUSG00000048747	protein_coding	E130114P18Rik
ENSMUSG00000028565	protein_coding	Nfia
ENSMUSG00000046683	antisense	0610025J13Rik
ENSMUSG00000028563	protein_coding	Tm2d1
ENSMUSG00000061859	protein_coding	Patj
ENSMUSG00000087166	protein_coding	L1td1
ENSMUSG00000035407	protein_coding	Kank4
ENSMUSG00000085843	antisense	Kank4os
ENSMUSG00000073794	protein_coding	I0C0044D17Rik
ENSMUSG00000028560	protein_coding	Usp1
ENSMUSG00000028556	protein_coding	Dock7
ENSMUSG00000028553	protein_coding	Angptl3
ENSMUSG00000087395	antisense	Gm12705
ENSMUSG00000086498	lincRNA	Gm12681
ENSMUSG00000028550	protein_coding	Atg4c
ENSMUSG00000070891	protein_coding	Gm12689
ENSMUSG00000087332	lincRNA	Gm12690
ENSMUSG00000086096	lincRNA	Gm12688
ENSMUSG00000067261	protein_coding	Foxd3
ENSMUSG00000086592	antisense	Gm12682
ENSMUSG00000073792	protein_coding	Alg6
ENSMUSG00000028549	protein_coding	Itgb3bp
ENSMUSG00000073791	protein_coding	Efcab7
ENSMUSG00000025791	protein_coding	Pgm2
ENSMUSG00000085142	lincRNA	Gm12702
ENSMUSG00000035305	protein_coding	Ror1
ENSMUSG00000069733	protein_coding	Ube2u
ENSMUSG00000085871	antisense	Ube2uos
ENSMUSG00000028532	protein_coding	Cachd1
ENSMUSG00000073789	protein_coding	Gm10577
ENSMUSG00000035275	protein_coding	Raver2
ENSMUSG00000028530	protein_coding	Jak1
ENSMUSG00000085863	lincRNA	Gm12801
ENSMUSG00000085721	lincRNA	Gm12796
ENSMUSG00000086782	lincRNA	E130102H24Rik
ENSMUSG00000087361	lincRNA	0610043K17Rik
ENSMUSG00000084758	lincRNA	Gm12798
ENSMUSG00000028527	protein_coding	Ak4
ENSMUSG00000028528	protein_coding	Dnajc6
ENSMUSG00000035212	protein_coding	Leprot
ENSMUSG00000057722	protein_coding	Lepr
ENSMUSG00000035201	protein_coding	B020004J07Rik
ENSMUSG00000046133	protein_coding	C130073F10Rik
ENSMUSG00000037028	protein_coding	Gm12800
ENSMUSG00000070890	protein_coding	Gm12794
ENSMUSG00000078626	protein_coding	Gm12790
ENSMUSG00000078625	protein_coding	Gm12789
ENSMUSG00000028525	protein_coding	Pde4b
ENSMUSG00000028524	protein_coding	Sgip1
ENSMUSG00000085181	antisense	Gm12709
ENSMUSG00000028523	protein_coding	Tctex1d1
ENSMUSG00000085041	antisense	BB031773
ENSMUSG00000066090	protein_coding	Insl5
ENSMUSG00000035126	protein_coding	Wdr78
ENSMUSG00000028522	protein_coding	Mier1
ENSMUSG00000028521	protein_coding	Slc35d1
ENSMUSG00000107726	lincRNA	Gm44037
ENSMUSG00000028520	protein_coding	4921539E11Rik
ENSMUSG00000078618	lincRNA	4930456L15Rik
ENSMUSG00000035069	protein_coding	Oma1
ENSMUSG00000086136	lincRNA	Gm12718
ENSMUSG00000028519	protein_coding	Dab1
ENSMUSG00000029656	protein_coding	C8b
ENSMUSG00000035031	protein_coding	C8a
ENSMUSG00000095386	protein_coding	Gm17662
ENSMUSG00000078612	protein_coding	Fyb2
ENSMUSG00000028518	protein_coding	Prkaa2
ENSMUSG00000028517	protein_coding	Plpp3
ENSMUSG00000083780	protein_coding	Gm12728
ENSMUSG00000085790	lincRNA	Gm12729
ENSMUSG00000087051	lincRNA	Gm12730
ENSMUSG00000028514	protein_coding	Usp24
ENSMUSG00000044254	protein_coding	Pcsk9
ENSMUSG00000025418	protein_coding	Bsnd
ENSMUSG00000085933	lincRNA	Tmem61
ENSMUSG00000086172	antisense	2700068H02Rik
ENSMUSG00000034926	protein_coding	Dhcr24
ENSMUSG00000085023	antisense	Gm12744
ENSMUSG00000054362	protein_coding	Lexm
ENSMUSG00000034919	protein_coding	Ttc22
ENSMUSG00000043572	protein_coding	Pars2
ENSMUSG00000025413	protein_coding	Ttc4
ENSMUSG00000047502	protein_coding	Mroh7
ENSMUSG00000034871	protein_coding	Fam151a
ENSMUSG00000034853	protein_coding	Acot11
ENSMUSG00000086940	lincRNA	Gm12746
ENSMUSG00000061887	protein_coding	Ssbp3
ENSMUSG00000085581	antisense	Gm12786
ENSMUSG00000028622	protein_coding	Mrpl37
ENSMUSG00000028621	protein_coding	Cyb5rl
ENSMUSG00000047636	protein_coding	Cdcp2
ENSMUSG00000085304	antisense	Gm12802
ENSMUSG00000028619	protein_coding	Tceanc2
ENSMUSG00000028618	protein_coding	Tmem59
ENSMUSG00000070877	protein_coding	Ldlrad1
ENSMUSG00000028617	protein_coding	Lrrc42
ENSMUSG00000063172	protein_coding	Hspb11
ENSMUSG00000034785	protein_coding	Dio1
ENSMUSG00000057375	protein_coding	Yipf1
ENSMUSG00000086041	antisense	Gm12869
ENSMUSG00000028614	protein_coding	Ndc1
ENSMUSG00000034762	protein_coding	Glis1
ENSMUSG00000028610	protein_coding	Dmrtb1
ENSMUSG00000085549	lincRNA	1700047F07Rik
ENSMUSG00000087195	lincRNA	Gm12907
ENSMUSG00000087289	lincRNA	4933424M12Rik
ENSMUSG00000028613	protein_coding	Lrp8
ENSMUSG00000073779	antisense	Lrp8os2
ENSMUSG00000028612	antisense	Lrp8os1
ENSMUSG00000028609	protein_coding	Magoh
ENSMUSG00000028608	protein_coding	0610037L13Rik
ENSMUSG00000028607	protein_coding	Cpt2
ENSMUSG00000086713	lincRNA	4930407G08Rik
ENSMUSG00000008932	protein_coding	Slc1a7
ENSMUSG00000028600	protein_coding	Podn
ENSMUSG00000028603	protein_coding	Scp2
ENSMUSG00000028601	protein_coding	Echdc2
ENSMUSG00000034645	protein_coding	Zyg11a
ENSMUSG00000034636	protein_coding	Zyg11b
ENSMUSG00000048351	protein_coding	Coa7
ENSMUSG00000059816	protein_coding	Fam159a
ENSMUSG00000028597	protein_coding	Gpx7
ENSMUSG00000034610	protein_coding	Zcchc11
ENSMUSG00000063800	protein_coding	Prpf38a
ENSMUSG00000028587	protein_coding	Orc1
ENSMUSG00000028582	protein_coding	Cc2d1b
ENSMUSG00000091985	lincRNA	Gm17354
ENSMUSG00000034557	protein_coding	Zfyve9
ENSMUSG00000094958	protein_coding	3110021N24Rik
ENSMUSG00000028568	protein_coding	Btf3l4
ENSMUSG00000028567	protein_coding	Txndc12
ENSMUSG00000090551	protein_coding	A730015C16Rik
ENSMUSG00000073775	protein_coding	Kti12
ENSMUSG00000003411	protein_coding	Rab3b
ENSMUSG00000086483	antisense	8030443G20Rik
ENSMUSG00000053510	protein_coding	Nrd1
ENSMUSG00000028559	protein_coding	Osbpl9
ENSMUSG00000028558	protein_coding	Calr4
ENSMUSG00000028552	protein_coding	Eps15
ENSMUSG00000085873	antisense	Ttc39aos1
ENSMUSG00000028555	protein_coding	Ttc39a
ENSMUSG00000028557	protein_coding	Rnf11
ENSMUSG00000060491	protein_coding	4930522H14Rik
ENSMUSG00000028551	protein_coding	Cdkn2c
ENSMUSG00000010517	protein_coding	Faf1
ENSMUSG00000085256	antisense	Dmrta2os
ENSMUSG00000047143	protein_coding	Dmrta2
ENSMUSG00000028546	protein_coding	Elavl4
ENSMUSG00000061298	protein_coding	Agbl4
ENSMUSG00000028545	protein_coding	Bend5
ENSMUSG00000034401	protein_coding	Spata6
ENSMUSG00000028544	protein_coding	Slc5a9
ENSMUSG00000078599	protein_coding	Skint8
ENSMUSG00000049214	protein_coding	Skint7
ENSMUSG00000089773	protein_coding	Skint1
ENSMUSG00000055960	protein_coding	Skint4
ENSMUSG00000070868	protein_coding	Skint3
ENSMUSG00000049972	protein_coding	Skint9
ENSMUSG00000034359	protein_coding	Skint2
ENSMUSG00000048766	protein_coding	Skint10
ENSMUSG00000087194	protein_coding	Skint6
ENSMUSG00000085878	antisense	Gm12823
ENSMUSG00000078598	protein_coding	Skint5
ENSMUSG00000057977	protein_coding	Skint11
ENSMUSG00000070867	protein_coding	Trabd2b
ENSMUSG00000100998	lincRNA	Gm28864
ENSMUSG00000085870	lincRNA	Gm12829
ENSMUSG00000085323	antisense	9130410C08Rik
ENSMUSG00000055198	protein_coding	Gm12830
ENSMUSG00000055210	protein_coding	Foxd2
ENSMUSG00000044518	protein_coding	Foxe3
ENSMUSG00000028719	protein_coding	Cmpk1
ENSMUSG00000028718	protein_coding	Stil
ENSMUSG00000028717	protein_coding	Tal1
ENSMUSG00000028716	protein_coding	Pdzk1ip1
ENSMUSG00000047155	protein_coding	Cyp4x1
ENSMUSG00000086896	antisense	Cyp4x1os
ENSMUSG00000083138	protein_coding	Cyp4a29
ENSMUSG00000066071	protein_coding	Cyp4a12a
ENSMUSG00000078597	protein_coding	Cyp4a12b
ENSMUSG00000084346	protein_coding	Cyp4a30b
ENSMUSG00000028715	protein_coding	Cyp4a14
ENSMUSG00000066072	protein_coding	Cyp4a10
ENSMUSG00000028712	protein_coding	Cyp4a31
ENSMUSG00000063929	protein_coding	Cyp4a32
ENSMUSG00000028713	protein_coding	Cyp4b1
ENSMUSG00000034210	protein_coding	Efcab14
ENSMUSG00000044556	protein_coding	Tex38
ENSMUSG00000028710	protein_coding	Atpaf1
ENSMUSG00000085249	lincRNA	Gm12847
ENSMUSG00000028709	protein_coding	Mob3c
ENSMUSG00000028708	protein_coding	Mknk1
ENSMUSG00000100081	antisense	Gm29434
ENSMUSG00000073774	protein_coding	Kncn
ENSMUSG00000034185	protein_coding	6430628N08Rik
ENSMUSG00000028707	protein_coding	Dmbx1
ENSMUSG00000034171	protein_coding	Faah
ENSMUSG00000028706	protein_coding	Nsun4
ENSMUSG00000063882	protein_coding	Uqcrh
ENSMUSG00000028703	protein_coding	Lrrc41
ENSMUSG00000028702	protein_coding	Rad54l
ENSMUSG00000028700	protein_coding	Pomgnt1
ENSMUSG00000028701	protein_coding	Lurap1
ENSMUSG00000028699	protein_coding	Tspan1
ENSMUSG00000078593	protein_coding	1700042G07Rik
ENSMUSG00000111410	protein_coding	Gm49337
ENSMUSG00000085920	lincRNA	Gm12951
ENSMUSG00000028698	protein_coding	Pik3r3
ENSMUSG00000003810	protein_coding	Mast2
ENSMUSG00000028696	protein_coding	Ipp
ENSMUSG00000055900	protein_coding	Tmem69
ENSMUSG00000087299	antisense	Gm12953
ENSMUSG00000034042	protein_coding	Gpbp1l1
ENSMUSG00000034035	protein_coding	Ccdc17
ENSMUSG00000028693	protein_coding	Nasp
ENSMUSG00000028692	protein_coding	Akr1a1
ENSMUSG00000028691	protein_coding	Prdx1
ENSMUSG00000028690	protein_coding	Mmachc
ENSMUSG00000028689	protein_coding	Ccdc163
ENSMUSG00000033985	protein_coding	Tesk2
ENSMUSG00000028688	protein_coding	Toe1
ENSMUSG00000028687	protein_coding	Mutyh
ENSMUSG00000043155	protein_coding	Hpdl
ENSMUSG00000086417	antisense	Gm12996
ENSMUSG00000033948	protein_coding	Zswim5
ENSMUSG00000028684	protein_coding	Urod
ENSMUSG00000046861	protein_coding	Hectd3
ENSMUSG00000086890	antisense	1700021J08Rik
ENSMUSG00000028683	protein_coding	Eif2b3
ENSMUSG00000028681	protein_coding	Ptch2
ENSMUSG00000073771	protein_coding	Btbd19
ENSMUSG00000047671	protein_coding	Tctex1d4
ENSMUSG00000028680	protein_coding	Plk3
ENSMUSG00000047675	protein_coding	Rps8
ENSMUSG00000028678	protein_coding	Kif2c
ENSMUSG00000060268	protein_coding	Armh1
ENSMUSG00000048772	protein_coding	Tmem53
ENSMUSG00000028677	protein_coding	Rnf220
ENSMUSG00000085749	antisense	Gm12843
ENSMUSG00000086876	antisense	Gm12828
ENSMUSG00000087228	lincRNA	Gm12827
ENSMUSG00000033423	protein_coding	Eri3
ENSMUSG00000009640	protein_coding	Dmap1
ENSMUSG00000086320	lincRNA	Gm12840
ENSMUSG00000108127	protein_coding	Gm12845
ENSMUSG00000048626	protein_coding	Klf17
ENSMUSG00000028542	protein_coding	Slc6a9
ENSMUSG00000078588	protein_coding	Ccdc24
ENSMUSG00000028541	protein_coding	B4galt2
ENSMUSG00000085278	antisense	Gm12841
ENSMUSG00000033379	protein_coding	Atp6v0b
ENSMUSG00000028540	protein_coding	Dph2
ENSMUSG00000033365	protein_coding	Ipo13
ENSMUSG00000028539	protein_coding	Artn
ENSMUSG00000028538	protein_coding	St3gal3
ENSMUSG00000086554	antisense	9530034E10Rik
ENSMUSG00000033326	protein_coding	Kdm4a
ENSMUSG00000033295	protein_coding	Ptprf
ENSMUSG00000033253	protein_coding	Szt2
ENSMUSG00000006392	protein_coding	Med8
ENSMUSG00000006390	protein_coding	Elovl1
ENSMUSG00000006398	protein_coding	Cdc20
ENSMUSG00000006389	protein_coding	Mpl
ENSMUSG00000033191	protein_coding	Tie1
